final_pnl,mean_pnl_increment,std_pnl_increment,pnl_increment_mean_over_std,sharpe_non_annualized,max_drawdown,sample_duration_seconds,sample_duration_hours,median_state_interval_seconds,avg_inventory,max_inventory,min_inventory,avg_abs_inventory,max_abs_inventory,time_weighted_avg_inventory,time_weighted_avg_abs_inventory,number_of_trades,number_of_strategy_fills,number_of_terminal_trades,number_of_buys,number_of_sells,buy_ratio,sell_ratio,total_volume,strategy_volume,total_traded_notional,strategy_traded_notional,avg_trade_size,avg_fill_probability,avg_quote_distance_ticks,total_quoting_steps,total_steps,quote_bid_ratio,quote_ask_ratio,quote_both_ratio,quote_neither_ratio,risk_reason_count_ok,risk_reason_ratio_ok,risk_reason_count_bid_blocked,risk_reason_ratio_bid_blocked,risk_reason_count_ask_blocked,risk_reason_ratio_ask_blocked,risk_reason_count_volatility_filter_or_warmup,risk_reason_ratio_volatility_filter_or_warmup,risk_reason_count_depth_filter,risk_reason_ratio_depth_filter,decomp_final_pnl,decomp_gross_pnl_before_fees,decomp_gross_trading_pnl,decomp_terminal_inventory_value,decomp_total_fees,decomp_spread_capture,decomp_strategy_spread_capture,decomp_terminal_liquidation_spread_cost,decomp_inventory_pnl,decomp_signed_markout_total,decomp_signed_markout_mean_per_fill,decomp_adverse_selection,decomp_markout_horizon_seconds,decomp_number_of_strategy_fills,decomp_number_of_terminal_trades,decomp_number_of_trades,decomp_total_traded_notional,decomp_strategy_traded_notional,decomp_final_inventory,decomp_reconstructed_pnl,decomp_reconciliation_error,gross_pnl_bps_per_total_notional,net_pnl_bps_per_total_notional,fee_bps_per_total_notional,strategy_spread_capture_bps
-2.4554790419998085,-0.00017539136014284347,0.02185087251409729,-0.00802674401352569,-0.00802674401352569,-5.106390258000374,14006.579512,3.8907165311111114,1.000582,0.0005635714285714283,0.010000000000000002,-0.010000000000000002,0.004489000000000002,0.010000000000000002,0.0005635585706872473,0.004489359326174366,632,632,0,316,316,0.5,0.5,0.6320000000000001,0.6320000000000001,51127.54521,51127.54521,0.0010000000000000002,0.024845097281662693,854.0870253164697,13999,13999,0.8922780198585614,0.895706836202586,0.8565611829416387,0.06857632688049146,11991,0.8565611829416387,548,0.03914565326094721,500,0.03571683691692264,485,0.03464533180941496,475,0.033930995071076504,-2.4554790419998085,7.77003000000016,7.770030000000361,0.0,10.225509042,5.39783000000009,5.39783000000009,0.0,2.37220000000007,0.09145000000027356,0.00014469936708904046,0.09145000000027356,5.0,632,0,632,51127.54521,51127.54521,0.0,-2.4554790419998405,3.197442310920451e-14,1.5197346103916654,-0.4802653896083286,2.0000000000000004,1.0557577090449342
