final_pnl,mean_pnl_increment,std_pnl_increment,sharpe_non_annualized,max_drawdown,avg_inventory,max_inventory,min_inventory,avg_abs_inventory,max_abs_inventory,number_of_trades,number_of_buys,number_of_sells,buy_ratio,sell_ratio,total_volume,avg_trade_size,avg_fill_probability,total_steps,quote_bid_ratio,quote_ask_ratio,risk_reason_count_ask_blocked,risk_reason_count_volatility_too_high,risk_reason_count_bid_blocked,risk_reason_count_ok,risk_reason_count_both_sides_blocked,risk_reason_count_depth_too_low,risk_reason_count_terminal_unwind,risk_reason_ratio_ask_blocked,risk_reason_ratio_volatility_too_high,risk_reason_ratio_bid_blocked,risk_reason_ratio_ok,risk_reason_ratio_both_sides_blocked,risk_reason_ratio_depth_too_low,risk_reason_ratio_terminal_unwind,decomp_final_pnl,decomp_gross_trading_pnl,decomp_terminal_inventory_value,decomp_total_fees,decomp_spread_capture,decomp_inventory_pnl,decomp_adverse_selection,decomp_number_of_trades,decomp_final_inventory,fee_rate,fee_label
7.3016249530007356,0.0005215073889722688,0.027276419193592135,0.01911934940106739,-1.7584417680002673,0.0022957645882436977,0.010000000000000002,-0.010000000000000002,0.006230054996071712,0.010000000000000002,955,482,473,0.5047120418848168,0.4952879581151832,0.9640000000000004,0.001009424083769634,0.07965613775507771,14001,0.43489750732090565,0.4297550174987501,3471,3435,3399,2618,858,219,1,0.2479108635097493,0.2453396185986715,0.24276837368759374,0.18698664381115634,0.06128133704735376,0.015641739875723162,7.142346975216056e-05,7.3016249530007356,14.68011000000024,0.0,7.378485047000001,4.190499999999942,10.489610000000106,1.1680600000002888,955,0.0,0.0001,fee_0p00010
