timestamp,side,price,quantity,signed_quantity,fee,p_fill,mid_price,inventory_after,cash_after,is_terminal_unwind
2026-04-28 23:43:44.308547+00:00,sell,76305.11,0.001,-0.001,0.015261022,0.07865728525846412,76300.715,-0.001,76.289848978,False
2026-04-28 23:43:50.728099+00:00,sell,76305.11,0.001,-0.001,0.015261022,0.07865728525846412,76300.715,-0.002,152.579697956,False
2026-04-28 23:44:06.076279+00:00,sell,76305.11,0.001,-0.001,0.015261022,0.07865728525846412,76300.715,-0.003,228.86954693399997,False
2026-04-28 23:44:17.729590+00:00,buy,76296.31,0.001,0.001,0.015259262,0.07851481218867412,76300.715,-0.002,152.55797767199996,False
2026-04-28 23:44:21.614155+00:00,buy,76296.31,0.001,0.001,0.015259262,0.07851481218867412,76300.715,-0.001,76.24640840999996,False
2026-04-28 23:44:28.079635+00:00,buy,76296.31,0.001,0.001,0.015259262,0.07851481218867412,76300.715,0.0,-0.06516085200004723,False
2026-04-28 23:44:53.701427+00:00,buy,76296.32,0.001,0.001,0.015259264000000003,0.07865728525867163,76300.715,0.001,-76.37674011600005,False
2026-04-28 23:45:00.064159+00:00,sell,76305.11,0.001,-0.001,0.015261022,0.07865728525846412,76300.715,0.0,-0.0868911380000512,False
2026-04-28 23:45:18.054207+00:00,buy,76317.38,0.001,0.001,0.015263476000000002,0.07880001686026067,76321.765,0.001,-76.41953461400006,False
2026-04-28 23:45:36.153958+00:00,buy,76324.59,0.001,0.001,0.015264918,0.07865728525846412,76328.985,0.002,-152.75938953200006,False
2026-04-28 23:45:51.621039+00:00,buy,76324.6,0.001,0.001,0.015264920000000003,0.07880001686026067,76328.985,0.003,-229.09925445200005,False
2026-04-28 23:46:28.932203+00:00,buy,76342.1,0.001,0.001,0.015268420000000003,0.07880001686026067,76346.485,0.004,-305.456622872,False
2026-04-28 23:46:50.932757+00:00,buy,76340.75,0.001,0.001,0.015268150000000001,0.07851481218867412,76345.155,0.005,-381.81264102200004,False
2026-04-28 23:46:58.616821+00:00,sell,76349.55,0.001,-0.001,0.015269910000000001,0.07865728525846412,76345.155,0.004,-305.478360932,False
2026-04-28 23:47:23.129044+00:00,sell,76345.64,0.001,-0.001,0.015269128000000002,0.07880001686026067,76341.255,0.003,-229.14799005999998,False
2026-04-28 23:47:37.264465+00:00,sell,76345.64,0.001,-0.001,0.015269128000000002,0.07880001686026067,76341.255,0.002,-152.81761918799998,False
2026-04-28 23:47:38.551991+00:00,sell,76345.64,0.001,-0.001,0.015269128000000002,0.07880001686026067,76341.255,0.001,-76.48724831599998,False
2026-04-28 23:47:41.120810+00:00,sell,76345.64,0.001,-0.001,0.015269128000000002,0.07880001686026067,76341.255,0.0,-0.15687744399997436,False
2026-04-28 23:47:51.411445+00:00,sell,76345.64,0.001,-0.001,0.015269128000000002,0.07880001686026067,76341.255,-0.001,76.17349342800003,False
2026-04-28 23:47:59.097324+00:00,sell,76335.73,0.001,-0.001,0.015267146,0.07880001686026067,76331.345,-0.002,152.49395628200003,False
2026-04-28 23:48:05.519526+00:00,sell,76333.37,0.001,-0.001,0.015266674000000001,0.07880001686026067,76328.985,-0.003,228.81205960800003,False
2026-04-28 23:49:48.309655+00:00,sell,76336.67,0.001,-0.001,0.015267334,0.07865728525846412,76332.275,-0.004,305.13346227400007,False
2026-04-28 23:50:07.641120+00:00,buy,76327.88,0.001,0.001,0.015265576000000003,0.07865728525867163,76332.275,-0.003,228.79031669800008,False
2026-04-28 23:50:11.494779+00:00,sell,76336.68000000001,0.001,-0.001,0.015267336000000003,0.07851481218846697,76332.275,-0.004,305.11172936200006,False
2026-04-28 23:50:12.789634+00:00,buy,76327.88,0.001,0.001,0.015265576000000003,0.07865728525867163,76332.275,-0.003,228.76858378600008,False
2026-04-28 23:50:12.789634+00:00,sell,76336.68000000001,0.001,-0.001,0.015267336000000003,0.07851481218846697,76332.275,-0.004,305.08999645000006,False
2026-04-28 23:50:16.648981+00:00,buy,76327.88,0.001,0.001,0.015265576000000003,0.07865728525867163,76332.275,-0.003,228.74685087400007,False
2026-04-28 23:50:21.717205+00:00,buy,76327.88,0.001,0.001,0.015265576000000003,0.07865728525867163,76332.275,-0.002,152.4037052980001,False
2026-04-28 23:50:33.223612+00:00,sell,76336.67,0.001,-0.001,0.015267334,0.07865728525846412,76332.275,-0.003,228.7251079640001,False
2026-04-28 23:50:34.514505+00:00,sell,76336.67,0.001,-0.001,0.015267334,0.07865728525846412,76332.275,-0.004,305.0465106300001,False
2026-04-28 23:50:57.604932+00:00,buy,76327.88,0.001,0.001,0.015265576000000003,0.07865728525867163,76332.275,-0.003,228.70336505400013,False
2026-04-28 23:51:16.839269+00:00,buy,76319.02,0.001,0.001,0.015263804000000002,0.07865728525846412,76323.41500000001,-0.002,152.3690812500001,False
2026-04-28 23:51:18.134161+00:00,buy,76319.02,0.001,0.001,0.015263804000000002,0.07865728525846412,76323.41500000001,-0.001,76.0347974460001,False
2026-04-28 23:51:22.001234+00:00,buy,76319.01,0.001,0.001,0.015263802,0.07851481218846697,76323.41500000001,0.0,-0.2994763559998932,False
2026-04-28 23:51:33.872857+00:00,sell,76321.11,0.001,-0.001,0.015264222000000001,0.07880001686026067,76316.725,-0.001,76.0063694220001,False
2026-04-28 23:51:53.220572+00:00,buy,76312.33,0.001,0.001,0.015262466000000002,0.07865728525846412,76316.725,0.0,-0.32122304399989754,False
