timestamp,side,price,quantity,signed_quantity,fee,p_fill,mid_price,inventory_after,cash_after,is_terminal_unwind
2026-04-28 23:43:44.308547+00:00,sell,76305.11,0.001,-0.001,0.0007630511,0.07865728525846412,76300.715,-0.001,76.3043469489,False
2026-04-28 23:43:50.728099+00:00,sell,76305.11,0.001,-0.001,0.0007630511,0.07865728525846412,76300.715,-0.002,152.6086938978,False
2026-04-28 23:44:06.076279+00:00,sell,76305.11,0.001,-0.001,0.0007630511,0.07865728525846412,76300.715,-0.003,228.9130408467,False
2026-04-28 23:44:17.729590+00:00,buy,76296.31,0.001,0.001,0.0007629631,0.07851481218867412,76300.715,-0.002,152.6159678836,False
2026-04-28 23:44:21.614155+00:00,buy,76296.31,0.001,0.001,0.0007629631,0.07851481218867412,76300.715,-0.001,76.3188949205,False
2026-04-28 23:44:28.079635+00:00,buy,76296.31,0.001,0.001,0.0007629631,0.07851481218867412,76300.715,0.0,0.02182195739999461,False
2026-04-28 23:44:53.701427+00:00,buy,76296.32,0.001,0.001,0.0007629632,0.07865728525867163,76300.715,0.001,-76.27526100580002,False
2026-04-28 23:45:00.064159+00:00,sell,76305.11,0.001,-0.001,0.0007630511,0.07865728525846412,76300.715,0.0,0.02908594309998044,False
2026-04-28 23:45:18.054207+00:00,buy,76317.38,0.001,0.001,0.0007631738000000001,0.07880001686026067,76321.765,0.001,-76.28905723070001,False
2026-04-28 23:45:36.153958+00:00,buy,76324.59,0.001,0.001,0.0007632458999999999,0.07865728525846412,76328.985,0.002,-152.6144104766,False
2026-04-28 23:45:51.621039+00:00,buy,76324.6,0.001,0.001,0.0007632460000000001,0.07880001686026067,76328.985,0.003,-228.9397737226,False
2026-04-28 23:46:28.932203+00:00,buy,76342.1,0.001,0.001,0.000763421,0.07880001686026067,76346.485,0.004,-305.28263714359997,False
2026-04-28 23:46:50.932757+00:00,buy,76340.75,0.001,0.001,0.0007634075,0.07851481218867412,76345.155,0.005,-381.6241505511,False
2026-04-28 23:46:58.616821+00:00,sell,76349.55,0.001,-0.001,0.0007634955000000001,0.07865728525846412,76345.155,0.004,-305.2753640466,False
2026-04-28 23:47:23.129044+00:00,sell,76345.64,0.001,-0.001,0.0007634564000000001,0.07880001686026067,76341.255,0.003,-228.93048750299997,False
2026-04-28 23:47:37.264465+00:00,sell,76345.64,0.001,-0.001,0.0007634564000000001,0.07880001686026067,76341.255,0.002,-152.58561095939996,False
2026-04-28 23:47:38.551991+00:00,sell,76345.64,0.001,-0.001,0.0007634564000000001,0.07880001686026067,76341.255,0.001,-76.24073441579995,False
2026-04-28 23:47:41.120810+00:00,sell,76345.64,0.001,-0.001,0.0007634564000000001,0.07880001686026067,76341.255,0.0,0.10414212780005414,False
2026-04-28 23:47:51.411445+00:00,sell,76345.64,0.001,-0.001,0.0007634564000000001,0.07880001686026067,76341.255,-0.001,76.44901867140007,False
2026-04-28 23:47:59.097324+00:00,sell,76335.73,0.001,-0.001,0.0007633573,0.07880001686026067,76331.345,-0.002,152.78398531410005,False
2026-04-28 23:48:05.519526+00:00,sell,76333.37,0.001,-0.001,0.0007633337,0.07880001686026067,76328.985,-0.003,229.11659198040005,False
2026-04-28 23:49:48.309655+00:00,sell,76336.67,0.001,-0.001,0.0007633667,0.07865728525846412,76332.275,-0.004,305.4524986137,False
2026-04-28 23:50:07.641120+00:00,buy,76327.88,0.001,0.001,0.0007632788000000001,0.07865728525867163,76332.275,-0.003,229.12385533490001,False
2026-04-28 23:50:11.494779+00:00,sell,76336.68000000001,0.001,-0.001,0.0007633668000000001,0.07851481218846697,76332.275,-0.004,305.45977196810003,False
2026-04-28 23:50:12.789634+00:00,buy,76327.88,0.001,0.001,0.0007632788000000001,0.07865728525867163,76332.275,-0.003,229.13112868930003,False
2026-04-28 23:50:12.789634+00:00,sell,76336.68000000001,0.001,-0.001,0.0007633668000000001,0.07851481218846697,76332.275,-0.004,305.46704532250004,False
2026-04-28 23:50:16.648981+00:00,buy,76327.88,0.001,0.001,0.0007632788000000001,0.07865728525867163,76332.275,-0.003,229.13840204370004,False
2026-04-28 23:50:21.717205+00:00,buy,76327.88,0.001,0.001,0.0007632788000000001,0.07865728525867163,76332.275,-0.002,152.8097587649,False
2026-04-28 23:50:33.223612+00:00,sell,76336.67,0.001,-0.001,0.0007633667,0.07865728525846412,76332.275,-0.003,229.1456653982,False
2026-04-28 23:50:34.514505+00:00,sell,76336.67,0.001,-0.001,0.0007633667,0.07865728525846412,76332.275,-0.004,305.4815720315,False
2026-04-28 23:50:57.604932+00:00,buy,76327.88,0.001,0.001,0.0007632788000000001,0.07865728525867163,76332.275,-0.003,229.15292875269998,False
2026-04-28 23:51:16.839269+00:00,buy,76319.02,0.001,0.001,0.0007631902,0.07865728525846412,76323.41500000001,-0.002,152.8331455625,False
2026-04-28 23:51:18.134161+00:00,buy,76319.02,0.001,0.001,0.0007631902,0.07865728525846412,76323.41500000001,-0.001,76.51336237229998,False
2026-04-28 23:51:22.001234+00:00,buy,76319.01,0.001,0.001,0.0007631901,0.07851481218846697,76323.41500000001,0.0,0.19358918219998847,False
2026-04-28 23:51:33.872857+00:00,sell,76321.11,0.001,-0.001,0.0007632111,0.07880001686026067,76316.725,-0.001,76.5139359711,False
2026-04-28 23:51:53.220572+00:00,buy,76312.33,0.001,0.001,0.0007631233,0.07865728525846412,76316.725,0.0,0.200842847799994,False
2026-04-28 23:52:04.742132+00:00,buy,76319.01,0.001,0.001,0.0007631901,0.07865728525846412,76323.405,0.001,-76.1189303423,False
2026-04-28 23:52:29.136141+00:00,buy,76332.22,0.001,0.001,0.0007633222,0.0788000168600528,76336.60500000001,0.002,-152.4519136645,False
2026-04-28 23:52:35.523510+00:00,buy,76332.22,0.001,0.001,0.0007633222,0.0788000168600528,76336.60500000001,0.003,-228.7848969867,False
2026-04-28 23:53:07.651038+00:00,buy,76342.1,0.001,0.001,0.000763421,0.07880001686026067,76346.485,0.004,-305.1277604077,False
2026-04-28 23:53:24.398361+00:00,buy,76342.08,0.001,0.001,0.0007634208000000001,0.07851481218867412,76346.485,0.005,-381.47060382850003,False
2026-04-28 23:53:25.698603+00:00,buy,76342.08,0.001,0.001,0.0007634208000000001,0.07851481218867412,76346.485,0.006,-457.81344724930005,False
2026-04-28 23:53:32.126114+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.007,-534.1563006702,False
2026-04-28 23:53:34.713518+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.008,-610.4991540911,False
2026-04-28 23:53:35.980087+00:00,sell,76350.88,0.001,-0.001,0.0007635088,0.07865728525846412,76346.485,0.007,-534.1490375999,False
2026-04-28 23:53:56.485453+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.008,-610.4918910207999,False
2026-04-28 23:53:57.769424+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.009000000000000001,-686.8347444416999,False
2026-04-28 23:54:27.746201+00:00,sell,76350.88,0.001,-0.001,0.0007635088,0.07865728525846412,76346.485,0.008,-610.4846279504999,False
2026-04-28 23:54:30.335864+00:00,buy,76342.08,0.001,0.001,0.0007634208000000001,0.07851481218867412,76346.485,0.009000000000000001,-686.8274713712999,False
2026-04-28 23:54:31.607924+00:00,buy,76342.08,0.001,0.001,0.0007634208000000001,0.07851481218867412,76346.485,0.010000000000000002,-763.1703147920999,False
2026-04-28 23:54:35.450562+00:00,sell,76350.88,0.001,-0.001,0.0007635088,0.07865728525846412,76346.485,0.009000000000000001,-686.8201983009,False
2026-04-28 23:54:38.001462+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.010000000000000002,-763.1630517217999,False
2026-04-28 23:54:44.398587+00:00,sell,76373.94,0.001,-0.001,0.0007637394000000001,0.07865728525846412,76369.545,0.009000000000000001,-686.7898754611998,False
2026-04-28 23:54:48.236483+00:00,sell,76367.66,0.001,-0.001,0.0007636766,0.07865728525846412,76363.265,0.008,-610.4229791377998,False
2026-04-28 23:54:59.779262+00:00,buy,76359.90000000001,0.001,0.001,0.0007635990000000001,0.07865728525867163,76364.295,0.009000000000000001,-686.7836427367998,False
2026-04-28 23:55:02.342709+00:00,sell,76357.38,0.001,-0.001,0.0007635738000000001,0.07865728525846412,76352.985,0.008,-610.4270263105998,False
2026-04-28 23:55:07.469132+00:00,buy,76348.6,0.001,0.001,0.0007634860000000001,0.07880001686026067,76352.985,0.009000000000000001,-686.7763897965998,False
2026-04-28 23:55:10.027768+00:00,buy,76353.76,0.001,0.001,0.0007635376,0.07880001686026067,76358.14499999999,0.010000000000000002,-763.1309133341998,False
2026-04-28 23:55:21.641876+00:00,sell,76352.69,0.001,-0.001,0.0007635269,0.0788000168600528,76348.305,0.009000000000000001,-686.7789868610997,False
2026-04-28 23:55:45.991713+00:00,sell,76344.38,0.001,-0.001,0.0007634438000000001,0.07865728525846412,76339.985,0.008,-610.4353703048997,False
2026-04-28 23:55:47.284693+00:00,sell,76344.38,0.001,-0.001,0.0007634438000000001,0.07865728525846412,76339.985,0.007,-534.0917537486997,False
2026-04-28 23:55:48.579834+00:00,sell,76344.38,0.001,-0.001,0.0007634438000000001,0.07865728525846412,76339.985,0.006,-457.7481371924997,False
2026-04-28 23:56:04.039295+00:00,buy,76335.59,0.001,0.001,0.0007633558999999999,0.07865728525846412,76339.985,0.007,-534.0844905483997,False
2026-04-28 23:56:05.317235+00:00,buy,76335.59,0.001,0.001,0.0007633558999999999,0.07865728525846412,76339.985,0.008,-610.4208439042997,False
2026-04-28 23:56:16.891985+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.009000000000000001,-686.7636973251996,False
2026-04-28 23:56:23.255590+00:00,buy,76342.09,0.001,0.001,0.0007634209,0.07865728525846412,76346.485,0.010000000000000002,-763.1065507460995,False
2026-04-28 23:56:46.459051+00:00,sell,76345.41,0.001,-0.001,0.0007634541,0.07865728525846412,76341.015,0.009000000000000001,-686.7619042001995,False
2026-04-28 23:57:23.689423+00:00,sell,76346.89,0.001,-0.001,0.0007634689,0.07865728525846412,76342.495,0.008,-610.4157776690995,False
2026-04-28 23:57:53.103613+00:00,buy,76349.33,0.001,0.001,0.0007634933000000001,0.07865728525846412,76353.725,0.009000000000000001,-686.7658711623995,False
2026-04-28 23:58:02.109988+00:00,buy,76349.33,0.001,0.001,0.0007634933000000001,0.07865728525846412,76353.725,0.010000000000000002,-763.1159646556996,False
2026-04-28 23:59:26.898717+00:00,sell,76359.21,0.001,-0.001,0.0007635921,0.07880001686026067,76354.82500000001,0.009000000000000001,-686.7575182477997,False
2026-04-28 23:59:47.389996+00:00,sell,76349.11,0.001,-0.001,0.0007634911000000001,0.07880001686026067,76344.725,0.008,-610.4091717388997,False
2026-04-29 00:00:00.280482+00:00,sell,76347.17,0.001,-0.001,0.0007634717,0.07865728525846412,76342.775,0.007,-534.0627652105997,False
2026-04-29 00:00:02.836371+00:00,buy,76331.02,0.001,0.001,0.0007633102000000001,0.07851481218888125,76335.42499999999,0.008,-610.3945485207996,False
2026-04-29 00:00:26.030021+00:00,sell,76307.52,0.001,-0.001,0.0007630752000000001,0.07880001686026067,76303.13500000001,0.007,-534.0877915959995,False
2026-04-29 00:00:55.527840+00:00,buy,76312.32,0.001,0.001,0.0007631232000000001,0.07865728525867163,76316.715,0.008,-610.4008747191996,False
2026-04-29 00:01:22.476508+00:00,sell,76356.39,0.001,-0.001,0.0007635639,0.07865728525846412,76351.995,0.007,-534.0452482830996,False
2026-04-29 00:01:58.424358+00:00,sell,76356.38,0.001,-0.001,0.0007635638,0.07865728525846412,76351.985,0.006,-457.68963184689954,False
2026-04-29 00:02:08.706260+00:00,buy,76347.59,0.001,0.001,0.0007634759,0.07865728525846412,76351.985,0.007,-534.0379853227996,False
2026-04-29 00:02:30.538501+00:00,sell,76368.69,0.001,-0.001,0.0007636869000000001,0.07865728525846412,76364.295,0.006,-457.67005900969957,False
2026-04-29 00:02:45.921514+00:00,sell,76368.69,0.001,-0.001,0.0007636869000000001,0.07865728525846412,76364.295,0.005,-381.30213269659953,False
2026-04-29 00:02:47.190175+00:00,sell,76368.69,0.001,-0.001,0.0007636869000000001,0.07865728525846412,76364.295,0.004,-304.9342063834995,False
2026-04-29 00:02:48.480272+00:00,buy,76359.90000000001,0.001,0.001,0.0007635990000000001,0.07865728525867163,76364.295,0.005,-381.2948699824995,False
2026-04-29 00:02:51.053853+00:00,sell,76368.69,0.001,-0.001,0.0007636869000000001,0.07865728525846412,76364.295,0.004,-304.92694366939946,False
2026-04-29 00:03:37.269774+00:00,sell,76363.3,0.001,-0.001,0.000763633,0.07865728525846412,76358.905,0.003,-228.56440730239945,False
2026-04-29 00:03:38.552927+00:00,sell,76363.25,0.001,-0.001,0.0007636325,0.07865728525867163,76358.85500000001,0.002,-152.20192093489945,False
2026-04-29 00:03:48.865771+00:00,sell,76363.25,0.001,-0.001,0.0007636325,0.07865728525867163,76358.85500000001,0.001,-75.83943456739944,False
2026-04-29 00:03:50.206345+00:00,buy,76354.45,0.001,0.001,0.0007635445,0.07851481218846697,76358.85500000001,0.002,-152.19464811189943,False
2026-04-29 00:03:55.402868+00:00,sell,76363.25,0.001,-0.001,0.0007636325,0.07865728525867163,76358.85500000001,0.001,-75.83216174439941,False
2026-04-29 00:04:04.418697+00:00,sell,76363.25,0.001,-0.001,0.0007636325,0.07865728525867163,76358.85500000001,0.0,0.5303246231005936,False
2026-04-29 00:04:18.533501+00:00,buy,76380.88,0.001,0.001,0.0007638088000000001,0.07865728525867163,76385.275,0.001,-75.85131918569941,False
